customer_id,gender,age,senior_citizen,country,segment,tenure_months,plan,monthly_charges,total_charges,payment_method,paperless_billing,has_addon_service,dependents,support_calls,satisfaction_score,churned
CUST-11460,Female,49,0,Canada,Business,8,Basic,20.32,162.88,Bank Transfer,1,0,0,2,3.2,1
CUST-11461,Male,26,0,Canada,Student,50,Premium,83.47,3579.4,PayPal,1,1,2,0,8.4,0
CUST-11462,Male,32,0,UK,Senior,62,Premium,81.03,5349.76,PayPal,0,1,1,2,6.7,0
CUST-11463,Female,45,0,Germany,Senior,62,Standard,46.18,2709.32,Credit Card,1,0,0,2,8.6,0
CUST-11464,Male,41,0,Australia,Business,7,Standard,51.18,391.86,Bank Transfer,0,1,2,3,5.9,0
CUST-11465,Male,52,0,Australia,Young Professional,4,Basic,28.66,100.89,Credit Card,1,1,2,3,7.7,0
CUST-11466,Male,39,0,USA,Student,6,Basic,22.54,146.91,Debit Card,1,1,1,0,6.6,0
CUST-11467,Male,44,0,UK,Family,58,Basic,19.04,1113.51,Debit Card,1,0,0,1,10.0,0
CUST-11468,Female,36,0,UK,Student,22,Standard,32.12,609.89,PayPal,1,1,2,1,6.0,0
CUST-11469,Male,62,1,Germany,Young Professional,26,Premium,74.96,2130.14,Bank Transfer,1,1,0,2,5.8,0
CUST-11470,Male,29,0,UK,Family,3,Standard,33.92,86.85,Debit Card,1,1,0,3,9.8,0
CUST-11471,Female,37,0,USA,Business,41,Standard,51.61,2185.3,Bank Transfer,0,1,2,2,8.6,0
CUST-11472,Male,18,0,Germany,Business,60,Standard,37.78,2431.09,Bank Transfer,0,0,0,0,6.3,0
CUST-11473,Female,38,0,UK,Family,14,Basic,25.87,323.76,Bank Transfer,0,1,1,2,7.6,0
CUST-11474,Female,66,1,UK,Family,12,Basic,27.0,303.2,Debit Card,1,0,1,3,5.2,1
CUST-11475,Female,62,1,Canada,Business,12,Premium,79.82,948.53,PayPal,0,1,1,2,7.9,0
CUST-11476,Male,18,0,Canada,Young Professional,13,Premium,75.58,1002.16,Credit Card,1,1,1,0,8.6,0
CUST-11477,Female,27,0,USA,Young Professional,25,Standard,45.75,1221.52,Bank Transfer,0,1,0,5,3.3,1
CUST-11478,Male,64,1,Canada,Business,45,Standard,46.1,2158.0,Credit Card,0,1,1,1,7.9,0
CUST-11479,Female,49,0,UK,Student,19,Premium,79.07,1413.49,Credit Card,0,0,1,2,7.0,0
CUST-11480,Male,56,0,Canada,Young Professional,55,Basic,16.56,961.3,Credit Card,1,1,2,1,3.7,0
CUST-11481,Female,39,0,UK,Young Professional,45,Premium,62.85,3086.98,Debit Card,0,0,1,1,6.7,0
CUST-11482,Female,35,0,Germany,Young Professional,8,Standard,45.2,327.86,Bank Transfer,1,0,3,2,6.7,0
CUST-11483,Male,65,1,Canada,Senior,53,Standard,41.99,1932.81,PayPal,0,0,3,3,8.7,0
CUST-11484,Male,63,1,USA,Senior,55,Basic,21.64,1138.54,Bank Transfer,1,0,2,1,9.4,0
CUST-11485,Female,49,0,Australia,Family,32,Standard,34.09,1167.58,Credit Card,0,0,2,0,8.4,0
CUST-11486,Male,44,0,UK,Young Professional,51,Premium,69.69,3154.78,Credit Card,0,0,2,1,4.3,0
CUST-11487,Male,45,0,USA,Senior,44,Basic,17.65,832.15,Credit Card,1,0,1,2,8.1,1
CUST-11488,Male,35,0,UK,Young Professional,70,Standard,32.69,2512.57,Credit Card,0,0,2,1,9.1,0
CUST-11489,Female,56,0,UK,Young Professional,18,Basic,23.1,359.07,PayPal,1,1,1,1,4.9,1
CUST-11490,Female,66,1,Germany,Family,22,Premium,66.39,1422.37,Debit Card,1,1,3,0,5.2,1
CUST-11491,Male,46,0,UK,Business,37,Standard,30.38,1047.72,Bank Transfer,1,1,2,1,8.2,0
CUST-11492,Male,35,0,Australia,Business,56,Premium,62.28,3307.61,Debit Card,1,1,1,1,7.7,0
CUST-11493,Female,61,1,Australia,Young Professional,59,Standard,42.9,2437.38,Credit Card,1,1,1,0,8.8,0
CUST-11494,Female,25,0,Australia,Family,3,Basic,24.08,74.78,PayPal,0,0,0,4,9.7,0
CUST-11495,Male,48,0,USA,Senior,28,Basic,22.34,624.21,PayPal,1,1,0,4,2.1,1
CUST-11496,Female,51,0,Germany,Student,35,Basic,22.33,852.14,Bank Transfer,1,0,0,1,7.0,0
CUST-11497,Female,24,0,USA,Family,61,Basic,16.16,920.06,Credit Card,0,0,2,2,5.6,1
CUST-11498,Male,53,0,USA,Young Professional,54,Standard,48.74,2593.23,PayPal,1,1,3,4,3.1,1
CUST-11499,Female,35,0,Australia,Business,63,Basic,19.81,1314.89,Bank Transfer,1,1,0,1,10.0,0
CUST-11500,Male,55,0,USA,Senior,7,Standard,41.82,276.15,Bank Transfer,0,0,2,3,1.0,1
CUST-11501,Female,26,0,UK,Family,49,Standard,31.25,1479.46,PayPal,0,1,0,3,6.5,0
CUST-11502,Male,26,0,Canada,Business,31,Standard,48.54,1536.82,PayPal,1,0,1,2,8.5,0
CUST-11503,Male,63,1,UK,Family,58,Standard,39.08,2414.47,Debit Card,0,1,0,4,10.0,0
CUST-11504,Male,25,0,USA,Student,61,Standard,35.61,2072.25,Debit Card,1,1,3,2,8.0,0
CUST-11505,Female,68,1,Germany,Family,24,Premium,62.26,1468.85,Debit Card,1,1,0,6,5.9,1
CUST-11506,Female,52,0,UK,Student,20,Basic,21.48,469.92,Credit Card,1,0,0,1,6.6,0
CUST-11507,Female,35,0,USA,Senior,37,Standard,54.06,1721.32,Bank Transfer,1,1,2,2,10.0,0
CUST-11508,Female,22,0,Germany,Young Professional,4,Standard,36.41,140.1,Bank Transfer,1,0,0,1,7.6,1
CUST-11509,Female,31,0,Australia,Young Professional,20,Standard,50.89,1027.05,Credit Card,1,0,0,1,8.8,0
CUST-11510,Male,45,0,Canada,Student,60,Standard,45.19,2310.56,Credit Card,0,1,0,2,3.8,0
CUST-11511,Male,47,0,USA,Senior,24,Standard,54.54,1307.85,Bank Transfer,1,0,0,2,5.2,1
CUST-11512,Male,21,0,UK,Family,50,Standard,53.66,2318.16,Bank Transfer,1,0,3,0,6.5,0
CUST-11513,Female,56,0,Canada,Family,49,Standard,54.32,2833.28,Credit Card,1,1,1,1,7.5,0
CUST-11514,Female,37,0,Australia,Senior,51,Premium,83.07,4456.06,PayPal,1,0,0,0,6.8,0
CUST-11515,Female,42,0,Australia,Student,36,Premium,70.01,2162.61,Bank Transfer,0,0,0,2,8.1,0
CUST-11516,Male,45,0,Canada,Student,66,Basic,18.98,1080.08,PayPal,0,0,0,1,6.6,0
CUST-11517,Female,29,0,USA,Young Professional,34,Basic,19.96,704.53,Bank Transfer,1,0,1,3,7.1,0
CUST-11518,Female,19,0,USA,Young Professional,36,Premium,72.98,2475.93,Bank Transfer,0,1,0,2,6.9,0
CUST-11519,Male,60,1,Germany,Senior,6,Premium,64.55,384.88,PayPal,0,1,1,2,8.1,0
CUST-11520,Female,31,0,Germany,Family,39,Basic,15.3,547.69,Credit Card,0,1,1,1,5.3,0
CUST-11521,Male,39,0,USA,Business,42,Standard,44.17,1657.27,Credit Card,1,1,0,3,4.8,0
CUST-11522,Female,48,0,UK,Student,58,Premium,84.68,4538.39,Bank Transfer,0,1,2,0,8.7,0
CUST-11523,Female,40,0,Australia,Senior,12,Standard,36.33,397.5,PayPal,1,1,0,1,6.9,0
CUST-11524,Female,65,1,Germany,Business,3,Basic,17.2,49.64,PayPal,0,1,1,0,8.6,0
CUST-11525,Male,37,0,Canada,Senior,18,Standard,31.51,587.95,PayPal,1,1,1,2,8.8,0
CUST-11526,Female,55,0,Canada,Family,40,Premium,56.12,2218.95,Debit Card,1,0,0,0,6.5,0
CUST-11527,Male,21,0,USA,Business,21,Premium,75.79,1595.21,Bank Transfer,1,1,0,1,6.6,0
CUST-11528,Female,32,0,Canada,Student,15,Standard,42.63,618.68,Bank Transfer,1,0,1,3,4.1,1
CUST-11529,Female,41,0,Canada,Senior,26,Standard,30.75,744.52,PayPal,1,0,0,3,5.4,0
CUST-11530,Female,42,0,USA,Senior,8,Basic,28.45,201.62,Debit Card,1,0,3,1,2.5,1
CUST-11531,Female,18,0,UK,Young Professional,42,Premium,72.21,2846.72,PayPal,0,1,2,0,7.3,0
CUST-11532,Male,24,0,USA,Family,44,Basic,17.73,792.72,Debit Card,1,1,0,1,5.5,0
CUST-11533,Male,48,0,Australia,Senior,14,Premium,73.08,1057.35,PayPal,1,0,1,1,4.7,1
CUST-11534,Male,29,0,Germany,Student,2,Standard,46.45,89.87,PayPal,1,1,2,3,3.6,1
CUST-11535,Female,59,0,UK,Business,37,Premium,57.74,2160.46,Bank Transfer,0,1,3,1,6.2,0
CUST-11536,Female,22,0,UK,Young Professional,69,Basic,19.13,1191.38,Credit Card,1,0,0,0,7.0,0
CUST-11537,Male,61,1,Canada,Business,38,Standard,47.06,1904.72,Credit Card,1,1,1,2,10.0,0
CUST-11538,Male,67,1,Germany,Business,41,Basic,24.11,1054.22,Credit Card,1,1,1,0,9.8,0
CUST-11539,Male,59,0,Germany,Young Professional,62,Standard,52.73,3040.77,Credit Card,1,1,3,2,9.1,0
CUST-11540,Male,55,0,UK,Senior,60,Premium,75.35,4462.08,Credit Card,1,1,1,1,7.6,0
CUST-11541,Female,29,0,Australia,Family,14,Standard,39.82,558.46,Credit Card,1,0,0,3,4.8,0
CUST-11542,Female,56,0,Australia,Family,2,Standard,53.89,104.34,Debit Card,0,1,0,0,9.2,0
CUST-11543,Female,35,0,Canada,Business,70,Basic,20.75,1565.18,Debit Card,1,0,0,3,6.5,0
CUST-11544,Female,19,0,Canada,Business,17,Premium,76.85,1352.14,PayPal,1,1,1,3,7.4,1
CUST-11545,Male,27,0,Australia,Family,28,Standard,46.38,1322.14,PayPal,1,0,0,2,6.4,0
CUST-11546,Male,32,0,Germany,Student,66,Standard,34.13,2207.48,Credit Card,1,1,1,1,9.5,0
CUST-11547,Female,47,0,Australia,Student,35,Premium,89.44,2727.37,Credit Card,1,0,1,0,8.6,0
CUST-11548,Male,61,1,UK,Business,5,Standard,41.59,182.36,Debit Card,1,1,1,1,4.3,0
CUST-11549,Female,34,0,USA,Family,65,Standard,39.87,2396.52,Bank Transfer,1,0,0,1,8.9,0
CUST-11550,Male,21,0,USA,Young Professional,40,Standard,52.99,1913.76,Bank Transfer,1,1,1,4,5.1,1
CUST-11551,Female,24,0,USA,Senior,56,Standard,43.23,2634.3,Bank Transfer,1,1,1,2,5.5,0
CUST-11552,Female,58,0,Germany,Young Professional,36,Premium,70.91,2431.53,Credit Card,0,0,1,0,6.9,0
CUST-11553,Female,48,0,Australia,Student,45,Premium,70.0,3368.0,Debit Card,1,1,1,3,10.0,0
CUST-11554,Male,68,1,UK,Student,23,Basic,17.67,428.64,Debit Card,1,1,2,0,4.5,0
CUST-11555,Male,56,0,UK,Student,47,Standard,34.24,1694.64,Bank Transfer,1,0,0,2,7.6,0
CUST-11556,Female,51,0,Canada,Business,31,Basic,27.14,760.47,Debit Card,0,0,2,5,6.6,0
CUST-11557,Male,23,0,Germany,Business,11,Basic,23.28,246.26,Bank Transfer,0,1,3,0,8.4,0
CUST-11558,Male,67,1,UK,Young Professional,10,Standard,35.01,325.41,Credit Card,1,1,2,1,9.1,0
CUST-11559,Female,55,0,Canada,Young Professional,67,Premium,59.51,4356.67,Credit Card,1,1,2,0,7.9,0
CUST-11560,Male,62,1,Germany,Young Professional,14,Basic,22.26,333.21,Credit Card,1,1,2,0,9.0,0
CUST-11561,Male,68,1,UK,Student,10,Standard,37.61,343.23,Debit Card,0,0,0,1,6.0,0
CUST-11562,Male,51,0,Australia,Senior,1,Premium,76.59,71.11,PayPal,0,1,1,0,7.3,0
CUST-11563,Male,61,1,UK,Senior,5,Premium,76.12,373.83,Credit Card,0,1,1,3,10.0,0
CUST-11564,Male,32,0,Germany,Family,20,Standard,38.24,703.28,Debit Card,0,0,3,0,6.5,0
CUST-11565,Male,31,0,Canada,Family,8,Premium,74.59,630.25,Bank Transfer,1,1,2,2,6.2,0
CUST-11566,Male,23,0,Germany,Student,43,Standard,49.28,2235.12,Credit Card,1,0,0,0,6.7,0
CUST-11567,Female,67,1,USA,Family,1,Basic,27.4,28.26,PayPal,1,1,0,1,8.3,0
CUST-11568,Female,54,0,UK,Senior,57,Basic,17.34,1010.73,PayPal,1,1,0,2,7.5,0
CUST-11569,Male,67,1,USA,Business,64,Basic,20.16,1273.06,Bank Transfer,1,0,0,2,6.1,1
CUST-11570,Male,49,0,Australia,Student,28,Standard,38.69,1014.92,PayPal,1,1,0,2,6.3,0
CUST-11571,Male,20,0,Canada,Business,37,Premium,74.57,2922.48,Debit Card,1,0,2,2,5.2,0
CUST-11572,Male,20,0,Australia,Family,47,Premium,64.77,3241.27,Bank Transfer,1,0,0,0,6.5,0
CUST-11573,Male,39,0,Germany,Business,37,Standard,35.78,1141.65,PayPal,0,1,2,1,5.4,0
CUST-11574,Female,39,0,UK,Young Professional,49,Standard,34.44,1602.72,PayPal,1,0,0,0,7.8,0
CUST-11575,Male,27,0,Canada,Student,44,Basic,19.54,736.54,Credit Card,1,0,1,2,4.7,1
CUST-11576,Male,68,1,USA,Student,56,Standard,48.82,2897.88,Debit Card,0,0,1,3,7.6,0
CUST-11577,Male,20,0,USA,Family,28,Premium,65.63,1643.26,PayPal,0,1,1,0,7.9,0
CUST-11578,Male,29,0,Germany,Senior,6,Basic,16.59,101.38,PayPal,1,1,0,3,4.1,1
CUST-11579,Male,46,0,USA,Business,61,Basic,29.07,1665.91,Credit Card,1,0,0,0,8.5,0
CUST-11580,Male,65,1,Germany,Business,20,Standard,37.93,799.68,Credit Card,0,1,2,1,7.8,0
CUST-11581,Female,34,0,Canada,Business,2,Standard,48.58,94.98,PayPal,1,0,0,3,4.1,1
CUST-11582,Female,24,0,Australia,Business,37,Standard,48.65,1675.94,Debit Card,1,0,0,0,8.1,0
CUST-11583,Male,30,0,UK,Family,20,Standard,42.5,791.4,Credit Card,1,0,0,2,8.1,0
CUST-11584,Female,19,0,Australia,Business,26,Standard,31.13,754.1,PayPal,1,1,0,1,10.0,0
CUST-11585,Male,21,0,Australia,Young Professional,29,Basic,17.12,519.78,PayPal,0,1,2,3,8.4,0
CUST-11586,Female,27,0,UK,Business,1,Standard,49.72,51.1,PayPal,0,1,2,2,9.1,0
CUST-11587,Male,56,0,Canada,Young Professional,35,Standard,50.59,1646.26,Debit Card,0,0,0,0,6.9,0
CUST-11588,Female,41,0,Germany,Business,70,Premium,73.97,5035.48,Debit Card,0,0,2,1,6.1,0
CUST-11589,Male,34,0,USA,Senior,59,Premium,72.63,3724.0,Credit Card,0,1,2,2,5.9,1
CUST-11590,Female,69,1,UK,Business,69,Premium,64.53,4705.61,Credit Card,1,1,1,1,6.4,0
CUST-11591,Female,23,0,Australia,Student,33,Standard,52.42,1585.5,PayPal,1,0,2,1,4.3,1
CUST-11592,Female,36,0,UK,Business,51,Standard,33.76,1846.25,Credit Card,0,1,1,3,5.3,0
CUST-11593,Male,22,0,Canada,Senior,12,Standard,39.69,475.94,Bank Transfer,1,1,2,0,7.5,0
CUST-11594,Female,49,0,UK,Business,20,Premium,59.2,1174.49,Credit Card,1,1,1,2,7.1,0
CUST-11595,Female,27,0,USA,Senior,53,Basic,26.34,1243.42,Debit Card,0,1,0,3,7.1,0
CUST-11596,Female,26,0,Australia,Young Professional,43,Standard,48.13,1795.28,Debit Card,1,1,0,2,6.2,1
CUST-11597,Male,44,0,USA,Family,50,Standard,52.81,2609.27,Debit Card,1,1,0,0,6.6,0
CUST-11598,Male,30,0,USA,Family,29,Standard,40.31,1130.47,Credit Card,0,0,1,1,7.6,0
CUST-11599,Male,36,0,USA,Young Professional,57,Basic,26.38,1323.3,Credit Card,0,0,1,0,6.7,0
CUST-11600,Male,38,0,USA,Business,39,Standard,42.92,1772.43,Debit Card,0,0,3,4,5.5,0
CUST-11601,Male,41,0,UK,Student,56,Premium,56.68,3029.01,Debit Card,0,1,1,3,7.8,0
CUST-11602,Female,55,0,UK,Student,43,Standard,45.01,1770.96,Bank Transfer,0,0,0,3,8.2,0
CUST-11603,Male,21,0,Australia,Senior,50,Premium,80.55,4217.24,PayPal,0,1,0,1,8.7,0
CUST-11604,Female,41,0,Germany,Business,23,Standard,39.58,981.69,PayPal,1,1,2,0,8.2,0
CUST-11605,Female,52,0,Germany,Senior,44,Premium,58.17,2371.3,Bank Transfer,0,1,0,0,6.8,0
CUST-11606,Male,20,0,USA,Business,38,Standard,53.55,2124.39,Credit Card,1,1,2,3,10.0,0
CUST-11607,Female,21,0,Canada,Business,23,Standard,46.07,1073.46,Credit Card,0,0,0,6,5.0,1
CUST-11608,Male,54,0,USA,Business,45,Basic,18.37,907.01,Debit Card,1,0,1,0,7.6,0
CUST-11609,Female,57,0,Canada,Student,52,Basic,22.65,1061.36,Credit Card,1,1,1,0,5.8,0
CUST-11610,Male,65,1,Canada,Senior,50,Standard,54.54,2972.98,Debit Card,1,0,1,2,6.5,0
CUST-11611,Female,52,0,USA,Young Professional,8,Standard,42.32,314.49,Debit Card,0,1,1,1,9.3,0
CUST-11612,Female,48,0,Australia,Young Professional,1,Standard,53.46,50.95,Debit Card,1,0,2,2,5.7,1
CUST-11613,Male,61,1,Canada,Family,8,Basic,29.59,222.47,Bank Transfer,1,0,1,2,5.8,0
CUST-11614,Male,42,0,USA,Student,29,Premium,66.48,1768.12,Credit Card,0,0,0,1,5.8,0
CUST-11615,Female,57,0,USA,Young Professional,5,Premium,73.39,375.48,Bank Transfer,1,0,1,4,5.9,1
CUST-11616,Male,30,0,USA,Young Professional,47,Basic,15.15,709.98,Credit Card,1,0,0,2,4.2,1
CUST-11617,Male,21,0,Canada,Senior,34,Standard,47.47,1495.37,PayPal,0,1,0,0,7.3,1
CUST-11618,Male,63,1,UK,Family,65,Premium,80.38,4613.79,Credit Card,0,1,0,1,10.0,0
CUST-11619,Male,31,0,Canada,Senior,55,Standard,46.81,2392.74,Bank Transfer,0,1,3,1,5.3,1
CUST-11620,Female,30,0,UK,Student,43,Basic,19.8,804.91,PayPal,1,1,0,2,8.5,0
CUST-11621,Female,44,0,UK,Senior,30,Standard,34.61,981.24,PayPal,0,1,0,0,8.5,0
CUST-11622,Male,23,0,Australia,Business,17,Basic,27.49,438.9,PayPal,1,1,2,2,4.4,1
CUST-11623,Male,34,0,Germany,Senior,26,Basic,25.02,560.8,Bank Transfer,0,0,2,3,6.3,0
CUST-11624,Female,53,0,USA,Student,8,Basic,24.99,193.1,Credit Card,1,1,0,1,4.7,0
CUST-11625,Male,57,0,USA,Family,47,Standard,46.86,2332.72,Credit Card,1,0,2,0,8.7,0
CUST-11626,Female,66,1,Canada,Senior,46,Basic,25.11,1033.74,Debit Card,0,1,1,3,4.6,1
CUST-11627,Male,52,0,Germany,Young Professional,68,Premium,63.36,3818.93,Debit Card,1,0,2,2,3.5,1
CUST-11628,Female,34,0,Australia,Student,33,Basic,25.24,806.31,Bank Transfer,1,1,1,1,6.8,0
CUST-11629,Female,58,0,USA,Young Professional,1,Basic,28.46,26.83,Credit Card,0,1,2,3,4.4,1
CUST-11630,Male,19,0,Canada,Senior,19,Standard,33.24,625.46,Debit Card,1,0,2,3,5.9,0
CUST-11631,Male,30,0,Australia,Family,31,Basic,29.17,982.84,Bank Transfer,1,0,0,1,5.9,0
CUST-11632,Female,69,1,Germany,Family,14,Standard,50.53,735.91,Credit Card,0,1,0,1,7.8,0
CUST-11633,Female,19,0,Canada,Senior,53,Basic,20.24,1095.86,PayPal,1,0,1,2,3.7,1
CUST-11634,Male,69,1,Australia,Student,48,Basic,16.98,777.6,PayPal,1,0,0,3,3.6,1
CUST-11635,Male,45,0,Germany,Business,69,Basic,16.9,1074.91,Bank Transfer,1,1,3,1,6.7,0
CUST-11636,Female,60,1,USA,Senior,62,Standard,49.81,3042.12,Bank Transfer,1,1,3,3,4.2,0
CUST-11637,Male,43,0,Germany,Senior,66,Basic,28.78,2034.71,Bank Transfer,1,1,2,1,5.2,0
CUST-11638,Male,39,0,Canada,Family,64,Premium,83.3,5700.0,PayPal,0,1,0,0,6.0,0
CUST-11639,Male,64,1,USA,Senior,70,Standard,48.23,3245.65,Credit Card,1,0,1,3,7.4,1
CUST-11640,Male,60,1,UK,Senior,63,Standard,47.91,2751.59,Debit Card,0,1,3,2,8.8,0
CUST-11641,Female,20,0,Canada,Family,33,Standard,41.48,1240.74,Bank Transfer,0,0,1,1,7.5,0
CUST-11642,Male,52,0,UK,Family,41,Standard,47.22,1661.93,Debit Card,0,0,0,1,8.8,0
CUST-11643,Female,29,0,Germany,Student,48,Premium,69.36,3531.49,Debit Card,1,1,0,1,8.8,0
CUST-11644,Female,41,0,Australia,Young Professional,13,Basic,15.6,185.78,Debit Card,0,0,0,1,5.2,0
CUST-11645,Male,22,0,USA,Senior,31,Basic,29.93,872.03,Bank Transfer,1,0,1,5,2.9,1
CUST-11646,Female,37,0,Canada,Business,68,Basic,24.03,1719.77,Debit Card,0,0,0,2,6.5,0
CUST-11647,Female,56,0,USA,Business,4,Basic,29.68,104.49,PayPal,1,1,1,2,4.7,1
CUST-11648,Female,56,0,Germany,Senior,19,Basic,20.48,375.55,Debit Card,1,1,2,4,5.1,0
CUST-11649,Male,30,0,Germany,Senior,70,Standard,45.21,2786.79,PayPal,1,0,0,1,8.3,0
CUST-11650,Female,58,0,Australia,Family,13,Standard,48.82,609.63,Debit Card,0,1,0,2,7.9,0
CUST-11651,Male,62,1,Australia,Student,23,Premium,84.3,1670.87,Bank Transfer,0,0,0,0,6.5,1
CUST-11652,Female,29,0,Canada,Student,1,Basic,18.5,18.11,PayPal,1,1,0,2,6.5,0
CUST-11653,Male,30,0,USA,Family,54,Basic,28.95,1639.62,PayPal,1,1,1,1,6.0,0
CUST-11654,Female,27,0,Canada,Business,71,Premium,83.49,6040.67,Credit Card,1,1,1,2,10.0,0
CUST-11655,Female,50,0,UK,Young Professional,15,Premium,85.07,1247.11,Credit Card,1,0,0,1,6.4,0
CUST-11656,Female,57,0,Germany,Business,65,Standard,44.04,3026.42,Bank Transfer,1,0,2,0,6.4,0
CUST-11657,Male,33,0,UK,Business,71,Standard,48.29,3109.74,PayPal,1,1,0,4,6.5,0
CUST-11658,Male,62,1,UK,Young Professional,15,Premium,80.68,1280.0,Credit Card,1,1,0,0,8.6,0
CUST-11659,Female,52,0,USA,Young Professional,21,Standard,46.16,890.86,Credit Card,0,0,0,4,8.7,0
CUST-11660,Female,20,0,UK,Student,19,Basic,16.35,292.13,Bank Transfer,0,1,2,3,7.0,0
CUST-11661,Female,22,0,UK,Young Professional,60,Premium,60.6,3207.21,PayPal,1,1,2,1,9.1,0
CUST-11662,Female,43,0,Australia,Family,33,Standard,33.45,966.27,PayPal,0,0,0,3,10.0,0
CUST-11663,Male,28,0,Canada,Young Professional,49,Basic,18.5,981.99,Bank Transfer,1,0,0,1,6.5,0
CUST-11664,Male,24,0,Australia,Business,35,Standard,41.55,1305.06,Debit Card,1,1,1,1,2.2,1
CUST-11665,Male,27,0,USA,Family,44,Standard,44.16,1813.29,Bank Transfer,1,0,2,0,7.2,0
CUST-11666,Female,59,0,Canada,Young Professional,11,Premium,84.56,913.65,Credit Card,0,1,2,0,8.0,0
CUST-11667,Female,69,1,Canada,Student,66,Basic,23.6,1459.24,Credit Card,1,0,1,1,8.1,0
CUST-11668,Male,51,0,Germany,Student,46,Premium,85.42,4194.72,Bank Transfer,1,1,1,1,6.1,0
CUST-11669,Female,20,0,Germany,Business,9,Standard,49.93,483.11,Bank Transfer,1,0,1,6,7.1,0
CUST-11670,Female,25,0,UK,Senior,3,Standard,49.36,137.94,Bank Transfer,1,0,1,2,5.7,1
CUST-11671,Male,48,0,Canada,Business,26,Basic,18.85,427.83,PayPal,0,0,1,3,6.1,0
CUST-11672,Female,28,0,Canada,Young Professional,48,Standard,43.16,1869.9,Debit Card,1,0,0,3,8.4,0
CUST-11673,Male,62,1,Germany,Business,66,Premium,76.68,4901.77,PayPal,0,0,3,2,5.6,0
CUST-11674,Female,24,0,UK,Family,70,Standard,43.77,2825.4,Credit Card,0,1,0,5,6.1,1
CUST-11675,Male,62,1,Germany,Business,28,Basic,15.58,420.32,Credit Card,1,0,1,1,7.0,0
CUST-11676,Male,19,0,Canada,Student,26,Standard,33.05,893.29,Bank Transfer,1,0,2,2,8.0,1
CUST-11677,Female,23,0,USA,Family,25,Premium,55.68,1329.52,Bank Transfer,0,1,1,1,7.0,0
CUST-11678,Male,58,0,Germany,Student,12,Basic,28.22,304.51,Debit Card,1,1,0,2,8.8,0
CUST-11679,Male,49,0,Australia,Business,5,Standard,50.29,236.23,Bank Transfer,0,1,1,4,7.4,0
CUST-11680,Male,37,0,Germany,Young Professional,48,Standard,43.34,2154.67,Credit Card,1,0,3,2,6.6,1
CUST-11681,Male,51,0,Canada,Business,37,Basic,17.05,603.28,Debit Card,1,1,1,1,9.6,0
CUST-11682,Male,67,1,UK,Family,44,Standard,38.3,1537.54,Credit Card,1,1,2,2,5.2,1
CUST-11683,Female,33,0,Canada,Student,15,Basic,24.43,350.63,Credit Card,1,0,1,1,7.5,0
CUST-11684,Female,42,0,UK,Business,43,Premium,61.63,2553.8,Bank Transfer,0,1,0,1,9.2,0
CUST-11685,Female,29,0,Canada,Young Professional,48,Standard,40.14,1780.64,Credit Card,0,0,0,1,8.7,0
CUST-11686,Female,24,0,Australia,Young Professional,70,Standard,31.0,2384.42,Credit Card,0,1,2,4,5.0,0
CUST-11687,Male,56,0,Australia,Senior,46,Standard,39.11,1874.36,PayPal,1,0,2,2,6.5,1
CUST-11688,Female,34,0,UK,Young Professional,43,Basic,29.71,1307.25,Debit Card,0,1,0,1,10.0,0
CUST-11689,Female,62,1,Australia,Business,21,Premium,66.02,1474.79,PayPal,0,1,1,4,6.8,1
CUST-11690,Male,28,0,USA,Young Professional,23,Standard,35.52,830.59,Bank Transfer,1,1,2,0,6.9,0
CUST-11691,Female,23,0,USA,Young Professional,47,Standard,40.33,1985.83,PayPal,0,1,1,2,5.1,0
CUST-11692,Female,40,0,Australia,Family,15,Standard,34.91,499.17,Debit Card,1,1,3,0,6.1,0
CUST-11693,Female,44,0,Germany,Young Professional,25,Standard,53.86,1312.85,Debit Card,1,1,0,3,8.6,0
CUST-11694,Female,63,1,Australia,Business,36,Basic,25.57,793.31,Debit Card,1,1,2,0,4.7,0
CUST-11695,Male,23,0,UK,Young Professional,51,Basic,19.82,929.89,Credit Card,1,0,1,1,9.4,0
CUST-11696,Female,55,0,Australia,Student,15,Basic,23.63,333.96,Credit Card,0,0,3,1,10.0,0
CUST-11697,Male,19,0,Australia,Senior,68,Premium,60.4,4133.15,PayPal,0,1,2,0,5.6,1
CUST-11698,Female,39,0,UK,Senior,21,Basic,19.73,400.19,PayPal,0,1,1,2,9.0,0
CUST-11699,Male,37,0,USA,Family,13,Basic,20.25,263.74,PayPal,0,0,1,3,4.5,1
CUST-11700,Male,42,0,Germany,Business,19,Premium,80.68,1576.41,Debit Card,1,1,0,2,7.3,0
CUST-11701,Male,32,0,Canada,Business,34,Basic,23.74,694.73,Debit Card,1,0,2,3,7.2,0
CUST-11702,Female,66,1,Germany,Family,68,Standard,39.57,2461.12,Debit Card,1,1,2,1,6.8,0
CUST-11703,Male,46,0,Canada,Senior,52,Basic,27.56,1279.59,Credit Card,0,0,0,3,8.4,0
CUST-11704,Male,25,0,Australia,Student,27,Basic,28.25,684.0,Debit Card,1,0,0,1,6.8,1
CUST-11705,Female,54,0,USA,Senior,29,Standard,49.83,1410.01,Credit Card,1,1,3,4,6.5,0
CUST-11706,Female,66,1,Australia,Senior,28,Basic,18.13,525.51,Debit Card,1,0,1,5,7.4,0
